smp_names,X_draw_graph_fr001of002,X_draw_graph_fr002of002,louvain_groups,X_diffmap001of009,X_diffmap002of009,X_diffmap003of009,X_diffmap004of009,X_diffmap005of009,X_diffmap006of009,X_diffmap007of009,X_diffmap008of009,X_diffmap009of009,X_diffmap0,aga_groups
31,-253.07449176072882,-392.8396763998023,9,0.00035817050957120955,0.038484495133161545,0.0015201701316982508,-0.019703980535268784,-0.030221255496144295,-0.001409300253726542,0.06513135135173798,-0.03881075605750084,0.007730353157967329,-0.0016782336169853806,6
32,-275.4352544681121,-398.29383493406993,9,0.0003571605193428695,0.03837594762444496,0.0027526116464287043,-0.021789604797959328,-0.027278270572423935,-0.0009694814798422158,0.06550145894289017,-0.03848743438720703,0.009958396665751934,-0.0016734993550926447,6
33,-306.27407724864537,-406.57149263384144,9,0.0003563036152627319,0.038283854722976685,0.0039185769855976105,-0.023962171748280525,-0.024312986060976982,-0.0005568437627516687,0.06553570181131363,-0.03826180472970009,0.012166126631200314,-0.00166948267724365,6
34,-321.3071474754672,-408.61570080176506,11,0.0003561539633665234,0.03826775774359703,0.0046644932590425014,-0.02568110078573227,-0.02219955436885357,-0.00030138654983602464,0.06531708687543869,-0.038524385541677475,0.01381415780633688,-0.0016687801107764244,5
35,-341.29551912812076,-409.7503051185673,11,0.0003571229462977499,0.03837184980511665,0.0054876417852938175,-0.02809819020330906,-0.019579362124204636,-3.541964542819187e-05,0.06473144888877869,-0.03939135745167732,0.015943845734000206,-0.0016733186785131693,5
36,-353.93429630448213,-414.193290013688,11,0.0003581897763069719,0.03848645091056824,0.005834195762872696,-0.030930817127227783,-0.01717394031584263,3.2453790481667966e-05,0.0632043406367302,-0.04230852052569389,0.018236463889479637,-0.0016783155733719468,5
37,-356.75650449025005,-422.93565772610356,11,0.00036045440356247127,0.03872976452112198,0.0059237005189061165,-0.033722203224897385,-0.015218991786241531,-5.612480890704319e-06,0.0615214966237545,-0.045884352177381516,0.02031775191426277,-0.00168892543297261,5
38,-366.7199042212661,-425.1925301022239,11,0.0003621559008024633,0.038912560790777206,0.0061632972210645676,-0.03632935509085655,-0.013151627033948898,2.2576143237529323e-05,0.05997873470187187,-0.04860331118106842,0.022270264104008675,-0.0016968963900581002,5
39,-374.8461827799654,-428.68414114367704,11,0.00036394601920619607,0.0391048900783062,0.006273835431784391,-0.038017891347408295,-0.011945780366659164,2.015188874793239e-05,0.0590362474322319,-0.05048799514770508,0.023480679839849472,-0.0017052830662578344,5
40,-377.46849957162556,-435.51833245100937,11,0.0003658076748251915,0.039304912090301514,0.00635186955332756,-0.03994612768292427,-0.010596425272524357,-9.117814556702797e-07,0.057845693081617355,-0.05275695025920868,0.024835921823978424,-0.0017140052514150739,5
41,-378.4965815806132,-445.11013062594355,11,0.0003672936582006514,0.03946457430720329,0.00641921442002058,-0.04153577610850334,-0.009469402953982353,-1.6836975191836245e-05,0.05682889372110367,-0.054571483284235,0.025932883843779564,-0.0017209674697369337,5
42,-388.3313657355217,-442.5647547601279,11,0.0003680748923216015,0.03954851254820824,0.006520409137010574,-0.04267948865890503,-0.008547800593078136,-5.994136699882802e-06,0.056018318980932236,-0.055569227784872055,0.026682859286665916,-0.0017246278002858162,5
43,-397.00789000471076,-440.03314487792045,11,0.00036897012614645064,0.03964469954371452,0.006584571674466133,-0.04370503127574921,-0.007768786512315273,-7.630998879903927e-06,0.05525381118059158,-0.05648024007678032,0.02730194665491581,-0.0017288221279159188,5
44,-400.9563377718282,-447.895309642112,11,0.0003696036583278328,0.03971277177333832,0.006634763907641172,-0.04448475316166878,-0.007160453125834465,-8.054118552536238e-06,0.054614096879959106,-0.057082802057266235,0.027730999514460564,-0.001731790485791862,5
45,-394.1721618744408,-453.2767255286824,11,0.0003698290674947202,0.03973698988556862,0.006662408355623484,-0.04489387571811676,-0.00682437838986516,-7.276175892911851e-06,0.05424973741173744,-0.05738430097699165,0.027957120910286903,-0.001732846605591476,5
46,-394.41213850969837,-464.3220187246113,11,0.00037028975202701986,0.039786480367183685,0.006712128408253193,-0.04568154737353325,-0.006177606992423534,-7.241691491799429e-06,0.05350330471992493,-0.05788535624742508,0.028340745717287064,-0.0017350047128275037,5
47,-401.75291494427915,-459.4626031265984,11,0.00037071548285894096,0.039832230657339096,0.006743250880390406,-0.04612034559249878,-0.005827977322041988,-6.557685082952958e-06,0.05308026075363159,-0.058070868253707886,0.028503326699137688,-0.0017369997221976519,5
48,-402.516336685725,-468.6250679206591,11,0.0003708906879182905,0.039851054549217224,0.006783651188015938,-0.04669340327382088,-0.005328417755663395,-4.1278190110460855e-06,0.05248863622546196,-0.05838758870959282,0.0287743229418993,-0.0017378204502165318,5
49,-412.14479044338344,-457.37878225392643,11,0.0003713066107593477,0.03989574685692787,0.0068201711401343346,-0.04724697768688202,-0.0048685865476727486,-3.784401087614242e-06,0.05188848450779915,-0.05856020376086235,0.028947167098522186,-0.0017397693591192365,5
50,-412.08889590150324,-465.66784391841327,11,0.0003719325759448111,0.0399630069732666,0.006858788430690765,-0.04776133969426155,-0.004471495281904936,-2.681232217582874e-06,0.05141347274184227,-0.05875870957970619,0.029126031324267387,-0.001742702559567988,5
51,-421.9099230497042,-454.1927893327881,11,0.00037179357605054975,0.03994807228446007,0.006864587310701609,-0.04789280891418457,-0.004334076773375273,-2.694018576221424e-06,0.0512152723968029,-0.058803949505090714,0.02917562611401081,-0.001742051332257688,5
52,-411.74196210280917,-474.7262480629029,11,0.00037245277781039476,0.040018901228904724,0.0068948413245379925,-0.048300277441740036,-0.0040316092781722546,-2.6129666821361752e-06,0.050811562687158585,-0.05884644389152527,0.029246430844068527,-0.0017451400635764003,5
53,-421.90903078077116,-461.6115197132168,11,0.0003726025461219251,0.04003499820828438,0.006917262449860573,-0.04866966977715492,-0.0037063108757138252,-2.570516016930924e-06,0.050357360392808914,-0.058923427015542984,0.029344141483306885,-0.0017458420479670167,5
54,-420.10723775761323,-469.82558649122353,11,0.0003735509526450187,0.040136903524398804,0.006956673227250576,-0.049174562096595764,-0.003352963365614414,-2.3250181584444363e-06,0.04992792010307312,-0.059048689901828766,0.029468322172760963,-0.0017502859700471163,5
55,-430.1874718512005,-464.913212633193,11,0.00037412747042253613,0.04019884392619133,0.006989119108766317,-0.0496399849653244,-0.0029811589047312737,-2.259765096823685e-06,0.04939078167080879,-0.05903148651123047,0.029518062248826027,-0.0017529870383441448,5
56,-419.5180127049176,-480.86251583087204,11,0.0003749116731341928,0.04028311371803284,0.007036748807877302,-0.050340685993433,-0.0024200112093240023,-2.330177721887594e-06,0.04861597716808319,-0.059113964438438416,0.029653698205947876,-0.0017566619208082557,5
57,-429.761431345678,-475.21748069452167,11,0.00037634558975696564,0.04043717682361603,0.007089841645210981,-0.05100271478295326,-0.0019619720987975597,-2.168680794056854e-06,0.04797866940498352,-0.05904824286699295,0.02968498133122921,-0.00176338036544621,5
58,-437.93694462581414,-471.0122948684705,11,0.00037777386023662984,0.04059064760804176,0.007157827727496624,-0.05192915350198746,-0.0012582017807289958,-1.9435942704149056e-06,0.046994730830192566,-0.059047918766736984,0.029795192182064056,-0.0017700729658827186,5
59,-429.08507713334393,-484.4270667097034,11,0.0003792542847804725,0.040749721229076385,0.007220519706606865,-0.05275408551096916,-0.0006469902582466602,-1.7445325966036762e-06,0.046104900538921356,-0.05892603471875191,0.029821472242474556,-0.001777009922079742,5
60,-439.48280336607,-480.1555478187243,11,0.0003813088405877352,0.04097047075629234,0.007308377418667078,-0.05392489582300186,0.0002305631060153246,-1.6715367792130564e-06,0.04479442536830902,-0.05867328494787216,0.029813619330525398,-0.001786636421456933,5
61,-435.83202517133986,-492.08499987341753,11,0.0003832428192254156,0.041178278625011444,0.007389688398689032,-0.0550021156668663,0.0010335484985262156,-1.602327301952755e-06,0.04359392821788788,-0.05843241140246391,0.029800938442349434,-0.001795698655769229,5
62,-443.56799807848506,-490.2623963932474,11,0.00038571475306525826,0.04144388809800148,0.0074933418072760105,-0.056367695331573486,0.0020671961829066277,-1.262559294445964e-06,0.04195991903543472,-0.057882457971572876,0.029650133103132248,-0.0018072813982143998,5
63,-451.6748868251609,-484.30299795644765,11,0.0003875786787830293,0.04164416342973709,0.0075757610611617565,-0.05746797099709511,0.0029189882334321737,-8.392501626985904e-07,0.040593329817056656,-0.05740223452448845,0.02951321005821228,-0.001816015224903822,5
64,-455.26382194607106,-491.9036057367055,11,0.0003898237191606313,0.04188539832830429,0.007678155787289143,-0.058858662843704224,0.00402501504868269,-4.1933878947020276e-07,0.03872794285416603,-0.056563571095466614,0.02921367809176445,-0.001826535095460713,5
65,-449.79993050424287,-499.97138142370574,11,0.0003916190762538463,0.04207830876111984,0.007766724564135075,-0.06009005010128021,0.005029725842177868,-1.6867026886302483e-08,0.03701799735426903,-0.05580315738916397,0.028945283964276314,-0.0018349477322772145,5
66,-458.08161305632484,-505.03650993756094,11,0.00039407654548995197,0.04234236478805542,0.007885143160820007,-0.06172826886177063,0.0063705239444971085,5.25297309650341e-07,0.03467286378145218,-0.054599810391664505,0.02847813069820404,-0.001846462837420404,5
67,-467.2342883613217,-503.51389843611975,11,0.00039643183117732406,0.04259543493390083,0.008000249974429607,-0.0633322149515152,0.007702694274485111,1.0326574511054787e-06,0.03227313980460167,-0.05322770029306412,0.027913689613342285,-0.0018574990099295974,5
68,-473.6152340550385,-510.17350139861287,11,0.00039907783502712846,0.04287976026535034,0.008142998442053795,-0.06538141518831253,0.009468507952988148,1.6963825828497647e-06,0.028983522206544876,-0.05118267238140106,0.027039367705583572,-0.0018698981730267406,5
69,-484.03552612814906,-521.7430818471855,11,0.0004015762242488563,0.04314820468425751,0.008297115564346313,-0.06767169386148453,0.011518162675201893,2.4387077246501576e-06,0.025056252256035805,-0.04860112816095352,0.02591000869870186,-0.0018816047813743353,5
70,-494.75505648556555,-528.8800316713354,11,0.000403482437832281,0.04335303232073784,0.008432786911725998,-0.06975302845239639,0.013451912440359592,3.147571078443434e-06,0.021213440224528313,-0.0458487793803215,0.024665482342243195,-0.0018905370961874723,5
71,-503.43410938954634,-535.7482328857859,11,0.0004043678054586053,0.04344816878437996,0.008527505211532116,-0.07130027562379837,0.014974300749599934,3.7128545500308974e-06,0.018090492114424706,-0.04351415857672691,0.023595117032527924,-0.0018946860218420625,5
72,-512.9325809866127,-544.3061216870688,11,0.00040477566653862596,0.043491996824741364,0.008615469560027122,-0.07282508909702301,0.016549721360206604,4.302322395233205e-06,0.014772690832614899,-0.04094070568680763,0.022401170805096626,-0.0018965976778417826,5
73,-521.7256191629779,-549.6617444921922,6,0.0004047481925226748,0.04348905384540558,0.008693569339811802,-0.07426305115222931,0.018109025433659554,4.8973447519529145e-06,0.011381231248378754,-0.03815658763051033,0.02108592726290226,-0.0018964695045724511,4
74,-527.1576440407754,-558.34700611246,6,0.0004042551445309073,0.04343608021736145,0.00875892024487257,-0.07556594908237457,0.019596895202994347,5.468882591230795e-06,0.00807136856019497,-0.035372767597436905,0.019762108102440834,-0.001894159591756761,4
75,-535.3135332843889,-565.5345689912846,6,0.0004032131109852344,0.043324124068021774,0.008809462189674377,-0.07671408355236053,0.02100631408393383,6.0112120081612375e-06,0.004840109031647444,-0.03256260231137276,0.01841350458562374,-0.0018892775988206267,4
76,-545.2410362110936,-567.468682560494,6,0.0004019447660539299,0.04318784549832344,0.008844075724482536,-0.0776202455163002,0.022198153659701347,6.470183507190086e-06,0.002004794543609023,-0.029945572838187218,0.01713542640209198,-0.0018833348294720054,4
77,-543.7148344123281,-578.4840873043076,6,0.00040039484156295657,0.043021310120821,0.008870922029018402,-0.07844462245702744,0.023350335657596588,6.915530775586376e-06,-0.000808722572401166,-0.027254976332187653,0.01580853760242462,-0.0018760726088657975,4
78,-551.9431282507954,-572.2480428447798,6,0.00039910885971039534,0.04288313537836075,0.00887911207973957,-0.07887043803930283,0.024027742445468903,7.180218744906597e-06,-0.002541989553719759,-0.02550201490521431,0.014931434765458107,-0.0018700469518080354,4
79,-548.755739960279,-587.1721714228967,6,0.0003974023857153952,0.04269977658987045,0.008886262774467468,-0.07936602830886841,0.02484646812081337,7.500002539018169e-06,-0.004641090985387564,-0.023406296968460083,0.013887348584830761,-0.0018620513146743178,4
80,-562.2271427814815,-574.5755604161753,6,0.0003959494351875037,0.04254366457462311,0.008885741233825684,-0.07966755330562592,0.025416631251573563,7.725392606516834e-06,-0.006170815788209438,-0.021784834563732147,0.013066892512142658,-0.0018552433466538787,4
81,-554.8607350875565,-588.6059317940011,6,0.0003942372859455645,0.04235969856381416,0.0088792210444808,-0.07991386204957962,0.025967871770262718,7.944522621983197e-06,-0.007697271648794413,-0.020133083686232567,0.012227602303028107,-0.0018472210504114628,4
82,-562.7294412625798,-585.696955002504,6,0.00039254294824786484,0.04217764735221863,0.008874093182384968,-0.08018212765455246,0.02654074691236019,8.171934496203903e-06,-0.009272022172808647,-0.01843344233930111,0.011364133097231388,-0.0018392822239547968,4
83,-571.2394265515275,-579.5205344084785,6,0.0003907898790203035,0.0419892892241478,0.008863997645676136,-0.08037206530570984,0.027039693668484688,8.371975127374753e-06,-0.010703305713832378,-0.016820594668388367,0.01053648628294468,-0.0018310683080926538,4
84,-566.6028623825279,-588.2060937994985,6,0.00038918387144804,0.04181673005223274,0.008855300955474377,-0.08055717498064041,0.027512777596712112,8.561501999793109e-06,-0.012071358971297741,-0.015237177722156048,0.009717828594148159,-0.0018235433381050825,4
85,-576.9250244712154,-583.7347691522427,6,0.00038757448783144355,0.04164379835128784,0.008848131634294987,-0.08077092468738556,0.028016865253448486,8.762710422161035e-06,-0.013504307717084885,-0.013608703389763832,0.008879405446350574,-0.0018160023028030992,4
86,-566.2456978480136,-597.3874151275211,6,0.00038493596366606653,0.04136029630899429,0.008822010830044746,-0.08085570484399796,0.028547799214720726,8.979835001809988e-06,-0.015168909914791584,-0.01160195842385292,0.00783466175198555,-0.0018036393448710442,4
87,-569.694287339357,-602.8729467352194,6,0.0003824630402959883,0.0410945862531662,0.008801743388175964,-0.08101396262645721,0.02913655899465084,9.218476407113485e-06,-0.016959425061941147,-0.00944792851805687,0.0067118327133357525,-0.0017920522950589657,4
88,-582.6984366053513,-591.0568250152711,6,0.000380608718842268,0.04089535027742386,0.008784132078289986,-0.08108855783939362,0.029531268402934074,9.380099982081447e-06,-0.018206028267741203,-0.007893542759120464,0.005895160138607025,-0.0017833639867603779,4
89,-577.8672883465468,-599.76182627758,6,0.00037895445711910725,0.04071760177612305,0.008767162449657917,-0.08113174140453339,0.029856976121664047,9.513938493910246e-06,-0.01925460807979107,-0.006574238184839487,0.005200997926294804,-0.001775612705387175,4
90,-571.9682805807739,-610.0611566249877,6,0.0003769429458770901,0.040501467883586884,0.008746021427214146,-0.0811745747923851,0.03024102747440338,9.672038686403539e-06,-0.020495206117630005,-0.005020194686949253,0.004384438972920179,-0.0017661876045167446,4
91,-586.0334281472393,-596.548926891389,6,0.0003761889529414475,0.040420450270175934,0.008737929165363312,-0.08118760585784912,0.030381888151168823,9.729938938107807e-06,-0.020954320207238197,-0.004440766759216785,0.004079556092619896,-0.001762654515914619,4
92,-583.199882244174,-609.1822101169007,6,0.0003741201071534306,0.04019815847277641,0.008714580908417702,-0.08120257407426834,0.030746852979063988,9.881470759864897e-06,-0.02217390201985836,-0.0028602660167962313,0.0032426801044493914,-0.001752960728481412,4
93,-577.9771438103513,-616.1434611514474,6,0.00037300624535419047,0.040078479796648026,0.008700257167220116,-0.08117769658565521,0.030904661864042282,9.948021215677727e-06,-0.022729206830263138,-0.0021399897523224354,0.002862344728782773,-0.0017477417131885886,4
94,-592.8740559632187,-605.4186647197953,6,0.0003705908602569252,0.03981894999742508,0.008672991767525673,-0.0811956375837326,0.03133365884423256,1.0125947483174969e-05,-0.024172769859433174,-0.00024187425151467323,0.0018537705764174461,-0.0017364241648465395,4
95,-584.6910413213425,-625.650725656101,6,0.0003670390578918159,0.03943731263279915,0.008624575100839138,-0.08106769621372223,0.03179100155830383,1.0321257832401898e-05,-0.02588474750518799,0.002134096110239625,0.0005793197778984904,-0.0017197816632688046,4
96,-587.9036211349212,-615.8512207381185,6,0.00036726228427141905,0.03946130722761154,0.00862784031778574,-0.08107984811067581,0.03176689147949219,1.0311117875971831e-05,-0.025787999853491783,0.0019943024963140488,0.0006549582467414439,-0.0017208278877660632,4
97,-601.0332125099864,-610.4712930339771,6,0.00036494777305051684,0.03921262174844742,0.008602569811046124,-0.08111580461263657,0.03221074119210243,1.0495453352632467e-05,-0.0273150485008955,0.004141952842473984,-0.0005056281224824488,-0.001709983218461275,4
98,-604.5149801508688,-616.0567555654652,6,0.00036320858635008335,0.03902575373649597,0.008582400158047676,-0.08112083375453949,0.032519277185201645,1.0624487913446501e-05,-0.028401942923665047,0.005691095720976591,-0.0013447352685034275,-0.0017018344951793551,4
99,-608.6008561801799,-608.9149619471469,6,0.00036267744144424796,0.03896867856383324,0.00857534259557724,-0.08110461384057999,0.03258894383907318,1.0653875506250188e-05,-0.028649531304836273,0.006005709990859032,-0.0015097580617293715,-0.0016993453027680516,4
100,-614.6600465950598,-610.9914740068616,6,0.0003607769322115928,0.03876447305083275,0.008548247627913952,-0.0810144692659378,0.0328107625246048,1.0749869943538215e-05,-0.029519880190491676,0.007255048956722021,-0.0021845041774213314,-0.0016904404619708657,4
101,-613.8663386222953,-619.0798093545484,6,0.00035853584995493293,0.038523681461811066,0.008511428721249104,-0.0808168426156044,0.0329655297100544,1.082191647583386e-05,-0.030269986018538475,0.008384840562939644,-0.0027975027915090322,-0.0016799400327727199,4
102,-620.3793630001807,-617.089872733822,6,0.00035853622830472887,0.03852372616529465,0.008511368185281754,-0.080815389752388,0.03296278044581413,1.0820771422004327e-05,-0.03025748021900654,0.00835569016635418,-0.0027802549302577972,-0.001679942011833191,4
103,-597.761511722407,-619.3143812895263,6,0.0003621590440161526,0.038912974298000336,0.008560632355511189,-0.0809420570731163,0.03248536214232445,1.0616290637699421e-05,-0.02844754420220852,0.005761656444519758,-0.0013777799904346466,-0.0016969164134934545,4
104,-594.4049755628778,-626.6074750750261,6,0.00036073705996386707,0.038760192692279816,0.008540025912225246,-0.08086860179901123,0.03264530375599861,1.0686094356060494e-05,-0.029088737443089485,0.006698359735310078,-0.001885526697151363,-0.001690253964625299,4
105,-597.8039522401806,-634.5962501763745,6,0.0003588932449929416,0.03856207802891731,0.00851096585392952,-0.08072925359010696,0.03280028700828552,1.0755959010566585e-05,-0.0297799464315176,0.007726768963038921,-0.0024433585349470377,-0.0016816145507618785,4
106,-602.1053541540185,-629.7210708310029,6,0.0003581054916139692,0.03847743943333626,0.00850945059210062,-0.08087555319070816,0.03311288729310036,1.0881737580348272e-05,-0.030743243172764778,0.009074235334992409,-0.0031745540909469128,-0.0016779237193986773,4
107,-610.347734217914,-628.5553817119483,6,0.0003551756381057203,0.03816263750195503,0.008462521247565746,-0.08064078539609909,0.033346716314554214,1.0988391295541078e-05,-0.031826768070459366,0.010734405368566513,-0.004080525133758783,-0.001664196141064167,4
108,-619.4308560557928,-630.9427379292392,6,0.00035063017276115716,0.03767424821853638,0.008392668329179287,-0.08033338189125061,0.033781588077545166,1.1182621165062301e-05,-0.0337250754237175,0.013658631592988968,-0.005681542679667473,-0.0016428983071818948,4
109,-614.2270131262006,-639.3095035342114,6,0.00034800602588802576,0.037392280995845795,0.008364698849618435,-0.08038982003927231,0.03431471437215805,1.1404228644096293e-05,-0.035596977919340134,0.0164305679500103,-0.0071975733153522015,-0.0016306022880598903,4
110,-611.0111506980393,-651.2063235861126,6,0.00034590676659718156,0.03716672584414482,0.00834977813065052,-0.08057575672864914,0.034909963607788086,1.1647951396298595e-05,-0.03755363076925278,0.01927759498357773,-0.008752800524234772,-0.0016207663575187325,4
111,-618.1579402982687,-645.4428180057344,6,0.0003420248976908624,0.03674963116645813,0.008284344337880611,-0.0802050307393074,0.03515557572245598,1.1765007002395578e-05,-0.038853857666254044,0.021387949585914612,-0.009915927425026894,-0.0016025779768824577,4
