smp_names,X_tsne001of002,X_tsne002of002,X_draw_graph_fr001of002,X_draw_graph_fr002of002,louvain_groups,X_diffmap001of009,X_diffmap002of009,X_diffmap003of009,X_diffmap004of009,X_diffmap005of009,X_diffmap006of009,X_diffmap007of009,X_diffmap008of009,X_diffmap009of009,X_diffmap0,aga_pseudotime,aga_groups
10,-23.390902632453543,-3.9412046746666074,389.9816599461218,383.53388376624304,5,-0.012808707542717457,0.03137994185090065,-0.03131437674164772,0.0031749000772833824,-0.0627928152680397,-0.012373820878565311,-0.0341402068734169,0.008249721489846706,0.015081684105098248,-0.017592841759324074,0.10659511387348175,10
11,-23.007733727440762,-4.553690142389899,384.75928308505934,353.74945240217596,5,-0.012621319852769375,0.03092086687684059,-0.02974982187151909,0.002413814887404442,-0.05958321690559387,-0.011512510478496552,-0.026759380474686623,-0.00012151190458098426,0.0038066201377660036,-0.01733545958995819,0.12597912549972534,10
12,-22.626895430225236,-5.138876910595074,386.9098552144078,333.1382478127818,5,-0.012578858062624931,0.03081684373319149,-0.028727779164910316,0.001801960519514978,-0.0576682910323143,-0.010950556956231594,-0.021236928179860115,-0.00649289833381772,-0.004254527390003204,-0.01727713830769062,0.13901638984680176,10
13,-22.295963821815146,-5.637962196059728,382.8830449693596,306.2604326793706,12,-0.01263217069208622,0.030947471037507057,-0.027497855946421623,0.0008719282341189682,-0.05661633238196373,-0.010501823388040066,-0.015188867226243019,-0.012995174154639244,-0.009554151445627213,-0.017350371927022934,0.15295134484767914,0
14,-21.926894300393247,-6.155309773386166,374.19716405506375,282.0141354675185,5,-0.012687410227954388,0.031082825735211372,-0.02602529525756836,-0.000267135415924713,-0.056180015206336975,-0.010151062160730362,-0.009204386733472347,-0.018956081941723824,-0.01176347117871046,-0.01742626167833805,0.16822297871112823,10
15,-21.6509740409968,-6.524675970104937,362.74833357146855,267.53859597929045,12,-0.012775279581546783,0.031298112124204636,-0.02511724829673767,-0.0010506093967705965,-0.05621772259473801,-0.009980994276702404,-0.005533755756914616,-0.022222934290766716,-0.011826576665043831,-0.017546959221363068,0.17748762667179108,0
16,-21.353688305726138,-6.994337769925194,354.8586966293734,244.88634273280894,12,-0.012875980697572231,0.03154482692480087,-0.023815596476197243,-0.002119577256962657,-0.05588654428720474,-0.009667922742664814,-0.00019922202045563608,-0.026834070682525635,-0.012609060853719711,-0.017685281112790108,0.19137167930603027,0
17,-21.061737480371104,-7.459008146207383,347.8827427386816,224.33253349843133,12,-0.012973500415682793,0.03178374096751213,-0.022591402754187584,-0.0031211168970912695,-0.05550416558980942,-0.009361264295876026,0.004723857156932354,-0.030760858207941055,-0.012947944924235344,-0.017819227650761604,0.20458050072193146,0
18,-20.73450631156695,-8.000694558442383,339.55597042236775,200.35475295514237,12,-0.013112259097397327,0.03212369605898857,-0.02107519656419754,-0.004381396342068911,-0.05507529526948929,-0.008989164605736732,0.010665250942111015,-0.035040371119976044,-0.01256135106086731,-0.018009819090366364,0.22099041938781738,0
19,-20.37048110870234,-8.602770076303619,325.5006879434538,183.12859707378882,12,-0.013268196024000645,0.03250572830438614,-0.01955154538154602,-0.005664391443133354,-0.05463951826095581,-0.008611753582954407,0.016577469184994698,-0.03896448388695717,-0.011763261631131172,-0.01822400651872158,0.23764309287071228,0
20,-20.071741050545647,-9.054483266312472,313.2138754672634,164.56758100556596,12,-0.013413871638476849,0.03286261484026909,-0.01817726343870163,-0.006813910324126482,-0.054095521569252014,-0.008243885822594166,0.021803144365549088,-0.042003266513347626,-0.01091139204800129,-0.01842409372329712,0.25281986594200134,0
21,-19.769493789037252,-9.529626158748439,301.03173449624194,143.43229203885494,12,-0.013549741357564926,0.03319549188017845,-0.01655157282948494,-0.00810993742197752,-0.05323447659611702,-0.007784323301166296,0.027601737529039383,-0.04490968957543373,-0.009702886454761028,-0.018610717728734016,0.27077794075012207,0
22,-19.362149719499765,-10.099104641049845,288.45465424637047,123.87767629719558,12,-0.013675904832780361,0.033504586666822433,-0.01477082259953022,-0.009480335749685764,-0.05206285044550896,-0.007250834256410599,0.03359895944595337,-0.047338537871837616,-0.008240478113293648,-0.018784012645483017,0.29047834873199463,0
23,-19.015974094203614,-10.543931746660757,276.18020782218525,104.50074507269443,9,-0.013752029277384281,0.03369109332561493,-0.013026842847466469,-0.01074095256626606,-0.050656046718358994,-0.006701279431581497,0.03897865116596222,-0.04893237352371216,-0.0066916425712406635,-0.018888581544160843,0.3096984028816223,6
24,-18.592657844962282,-11.068033390759068,257.74536001993295,81.32079450101082,9,-0.01378240343183279,0.03376550227403641,-0.010947403497993946,-0.01214497722685337,-0.0486597940325737,-0.006014640908688307,0.044758811593055725,-0.04990113526582718,-0.004763326141983271,-0.01893029920756817,0.3325020670890808,6
25,-18.174003385256942,-11.598340493400201,234.5260084051415,58.24754222659672,9,-0.013756006956100464,0.0337008573114872,-0.008683248423039913,-0.013568448834121227,-0.04615044221282005,-0.005234024487435818,0.0503338947892189,-0.04989049211144447,-0.0026024607941508293,-0.018894055858254433,0.35719460248947144,6
26,-17.72517195086465,-12.074789715591645,222.15188727608626,43.93710219414241,9,-0.013684310019016266,0.03352520987391472,-0.006865520495921373,-0.01462961919605732,-0.04386773332953453,-0.004583283793181181,0.05421168729662895,-0.04906988888978958,-0.0008417042554356158,-0.01879557967185974,0.37690088152885437,6
27,-17.269635810782592,-12.552140115202926,202.414310762318,25.92765857580676,9,-0.01356590073555708,0.03323511406779289,-0.004918679129332304,-0.015708956867456436,-0.041214022785425186,-0.00387016125023365,0.0578775554895401,-0.047613754868507385,0.0010412087431177497,-0.018632937222719193,0.3979424834251404,6
28,-16.78762381351743,-12.978287838013026,189.2629860874022,3.644350025158883,9,-0.01341434009373188,0.0328638032078743,-0.0031112399883568287,-0.016670575365424156,-0.03848710656166077,-0.0031892103143036366,0.060641251504421234,-0.045520540326833725,0.002791475271806121,-0.018424764275550842,0.4174153208732605,6
29,-16.240045275798167,-13.404379659065231,171.6314132780576,-6.796168060626677,9,-0.013234402984380722,0.0324229821562767,-0.001384206349030137,-0.017598286271095276,-0.03565723076462746,-0.00252703414298594,0.06278172880411148,-0.04309360682964325,0.004488988779485226,-0.018177615478634834,0.4360664188861847,6
30,-15.73435333780585,-13.696753754433322,158.68224645278303,-11.945153311674149,9,-0.01308293454349041,0.032051894813776016,-4.467223334359005e-05,-0.0183901134878397,-0.033286143094301224,-0.0020080478861927986,0.06404934078454971,-0.040957167744636536,0.005852507892996073,-0.017969567328691483,0.4506639242172241,6
31,-15.239408571256297,-13.917141033878899,141.26374191025516,-21.20706696836954,9,-0.012921096757054329,0.03165541961789131,0.0015202133217826486,-0.019702328369021416,-0.03022238053381443,-0.0014090798795223236,0.06513140350580215,-0.03880976513028145,0.007729263044893742,-0.017747286707162857,0.46840038895606995,6
32,-14.706251199982571,-14.06958405539413,125.8948780136019,-22.229127445148382,9,-0.01288465317338705,0.03156613931059837,0.0027526705525815487,-0.021787909790873528,-0.02727949433028698,-0.0009693011525087059,0.06550165265798569,-0.03848667070269585,0.00995737686753273,-0.017697231844067574,0.4842168688774109,6
33,-14.187253582180094,-14.051315451869732,105.23261361293605,-20.12852864333838,9,-0.012853724882006645,0.03149038553237915,0.00391866872087121,-0.02396046184003353,-0.02431427873671055,-0.0005566959735006094,0.0655360296368599,-0.038261257112026215,0.01216520182788372,-0.01765476167201996,0.49965912103652954,6
34,-13.711080240665927,-14.035661861926023,93.85485204145189,-21.654408507639356,11,-0.012848319485783577,0.03147714585065842,0.0046645961701869965,-0.025679374113678932,-0.02220090664923191,-0.00030126411002129316,0.06531750410795212,-0.03852403908967972,0.013813301920890808,-0.017647340893745422,0.5102413892745972,5
35,-13.215186499637893,-13.907408315063657,79.23274617672635,-21.79072430494154,11,-0.012883263640105724,0.03156276419758797,0.005487755406647921,-0.02809641696512699,-0.019580813124775887,-3.5324585041962564e-05,0.06473201513290405,-0.03939123451709747,0.015943054109811783,-0.017695343121886253,0.5230439901351929,5
36,-12.840050198125706,-13.753492726903126,71.91662676966712,-14.469636258948356,11,-0.012921740300953388,0.03165702894330025,0.005834348499774933,-0.03092903457581997,-0.017175473272800446,3.2535848731640726e-05,0.0632050558924675,-0.04230864718556404,0.018235748633742332,-0.017748193815350533,0.5323706269264221,5
37,-12.509663768813072,-13.594706504118387,73.45290993770051,-4.3080392477548894,11,-0.013003433123230934,0.031857170164585114,0.005923867225646973,-0.03372037038207054,-0.015220647677779198,-5.539305675483774e-06,0.06152239814400673,-0.04588470235466957,0.020317070186138153,-0.017860397696495056,0.5394538640975952,5
38,-12.244592971303202,-13.463072823325213,67.18994319848785,1.5044264662232072,11,-0.013064808212220669,0.03200753405690193,0.006163478828966618,-0.03632748872041702,-0.013153387233614922,2.2638036170974374e-05,0.05997980013489723,-0.04860386997461319,0.022269627079367638,-0.0179446991533041,0.5478528738021851,5
39,-12.107793313686964,-13.385891141692095,60.015876318362984,4.606668293548992,11,-0.013129392638802528,0.03216574713587761,0.0062740338034927845,-0.038016051054000854,-0.0119475731626153,2.020877400354948e-05,0.05903741344809532,-0.050488729029893875,0.02348010614514351,-0.018033400177955627,0.5529957413673401,5
40,-11.903996311070816,-13.267535404555408,62.80500716096171,12.771508310548963,11,-0.01319653820246458,0.03233024850487709,0.006352078635245562,-0.03994421288371086,-0.010598297230899334,-8.607327117715613e-07,0.05784694105386734,-0.05275779590010643,0.02483535371720791,-0.0181256253272295,0.5585653185844421,5
41,-11.750039787996048,-13.177793635398697,65.43097734965613,22.47296858037662,11,-0.013250153511762619,0.032461605966091156,0.006419443525373936,-0.041533853858709335,-0.009471364319324493,-1.6790390873211436e-05,0.056830305606126785,-0.054572463035583496,0.025932343676686287,-0.018199268728494644,0.5632962584495544,5
42,-11.616452049320838,-13.098564978058945,51.74980829594206,20.41635547277531,11,-0.01327833253890276,0.032530635595321655,0.006520648021250963,-0.04267754405736923,-0.008549793623387814,-5.9525177675823215e-06,0.05601976439356804,-0.05557027459144592,0.026682335883378983,-0.018237970769405365,0.5672433972358704,5
43,-11.479105979497259,-13.01509291380885,54.33474151495246,27.648552441001925,11,-0.013310638256371021,0.03260977938771248,0.006584825925529003,-0.0437031127512455,-0.007770812604576349,-7.592731435579481e-06,0.055255357176065445,-0.056481435894966125,0.027301480993628502,-0.018282340839505196,0.5705680847167969,5
44,-11.366851601244457,-12.944771024890086,55.92096279836786,35.29227488481799,11,-0.013333485461771488,0.03266574814915657,0.006635021418333054,-0.04448278620839119,-0.007162514142692089,-8.018288099265192e-06,0.05461565777659416,-0.05708398297429085,0.027730511501431465,-0.01831371895968914,0.5731295347213745,5
45,-11.28502754993274,-12.897592196031448,46.35878597373355,31.912888067165834,11,-0.013341618701815605,0.03268567472696304,0.006662670522928238,-0.044891905039548874,-0.006826454307883978,-7.24187157175038e-06,0.054251331835985184,-0.057385530322790146,0.027956649661064148,-0.01832488924264908,0.5744977593421936,5
46,-11.171735210428405,-12.836435221037073,58.045527459020605,43.4811903928661,11,-0.013358238153159618,0.03272637352347374,0.006712387315928936,-0.04567956179380417,-0.006179702002555132,-7.210867806861643e-06,0.05350493639707565,-0.05788663029670715,0.0283402930945158,-0.018347706645727158,0.5771099328994751,5
47,-11.108382800137836,-12.802246168328942,61.26017801423908,49.283355485233805,11,-0.013373599387705326,0.0327640138566494,0.006743525620549917,-0.046118371188640594,-0.005830084439367056,-6.527719961013645e-06,0.05308191478252411,-0.05807218700647354,0.028502892702817917,-0.018368810415267944,0.5785932540893555,5
48,-11.004597105167818,-12.750424471831574,42.834617565698835,42.812834352533805,11,-0.01337992399930954,0.032779496163129807,0.006783927790820599,-0.046691421419382095,-0.005330548156052828,-4.100693786313059e-06,0.05249033868312836,-0.058388955891132355,0.02877390757203102,-0.01837749034166336,0.580559253692627,5
49,-10.899087894887673,-12.647014398381584,51.88942064422929,51.108244439639066,11,-0.01339492667466402,0.03281624987721443,0.00682044867426157,-0.04724499210715294,-0.004870724864304066,-3.75983290723525e-06,0.05189019441604614,-0.058561600744724274,0.028946762904524803,-0.018398096784949303,0.5824269652366638,5
50,-10.816835321749643,-12.571937665322789,41.4626651235387,50.86877551963286,11,-0.013417508453130722,0.03287157788872719,0.0068590715527534485,-0.04775935411453247,-0.004473651293665171,-2.6589857498038327e-06,0.051415205001831055,-0.0587601363658905,0.02912563644349575,-0.018429113551974297,0.5842084288597107,5
51,-10.78078879372971,-12.558075613988146,34.03206244260779,48.15766318051844,11,-0.013412496075034142,0.03285929560661316,0.006864872295409441,-0.04789082333445549,-0.004336241632699966,-2.672401024028659e-06,0.051217030733823776,-0.05880540609359741,0.02917524427175522,-0.01842222921550274,0.5846397876739502,5
52,-10.702131711140222,-12.573859262825202,53.37514135621187,60.70355511127587,11,-0.013436282984912395,0.0329175665974617,0.006895128171890974,-0.048298291862010956,-0.004033790435642004,-2.5931290110747796e-06,0.05081334337592125,-0.05884790048003197,0.029246045276522636,-0.0184548981487751,0.5860416293144226,5
53,-10.63028940988984,-12.543570161598732,44.34331743455446,57.657490032750516,11,-0.013441679999232292,0.03293079137802124,0.006917551625519991,-0.048667676746845245,-0.003708487842231989,-2.552408659539651e-06,0.050359129905700684,-0.05892492085695267,0.029343772679567337,-0.01846231147646904,0.5872928500175476,5
54,-10.587764961169906,-12.432896130248789,32.629014610043725,57.07197805877994,11,-0.013475900515913963,0.03301462531089783,0.0069569689221680164,-0.04917256906628609,-0.003355171764269471,-2.308929197170073e-06,0.04992973804473877,-0.05905020236968994,0.029467957094311714,-0.018509313464164734,0.589061439037323,5
55,-10.48066101725259,-12.444884893178177,46.94239705395792,66.95755835398326,11,-0.013496697880327702,0.033065568655729294,0.006989412009716034,-0.04963798075914383,-0.0029833705630153418,-2.2461599655798636e-06,0.049392614513635635,-0.059033043682575226,0.029517725110054016,-0.018537873402237892,0.5906674265861511,5
56,-10.379422702759387,-12.36904152279636,35.52192173361858,65.94294123977828,11,-0.013524986803531647,0.03313487768173218,0.007037053350359201,-0.05033867806196213,-0.0024222421925514936,-2.319231953151757e-06,0.04861783608794212,-0.05911557003855705,0.029653381556272507,-0.01857673190534115,0.5930992364883423,5
57,-10.311156626146424,-12.286557047048074,47.138768460966425,75.60404299160554,11,-0.013576718978583813,0.033261604607105255,0.0070901415310800076,-0.051000677049160004,-0.001964235445484519,-2.1611385818687268e-06,0.04798058792948723,-0.059049878269433975,0.029684681445360184,-0.018647778779268265,0.5954461693763733,5
58,-10.179899794443472,-12.236186639339799,38.672472068063236,75.6727417933149,11,-0.013628245331346989,0.03338783606886864,0.007158136460930109,-0.0519271083176136,-0.001260482589714229,-1.9399130906094797e-06,0.04699667915701866,-0.059049613773822784,0.029794923961162567,-0.018718549981713295,0.5987286567687988,5
59,-10.106126292805847,-12.161755777273891,29.20586644714316,71.95786466663392,11,-0.013681652955710888,0.033518675714731216,0.007220841478556395,-0.05275203287601471,-0.0006492863176390529,-1.7435789914088673e-06,0.046106863766908646,-0.058927759528160095,0.02982122264802456,-0.018791906535625458,0.6016775965690613,5
60,-10.008942463469536,-12.102360114607736,31.053428114714706,81.36745601432001,11,-0.013755778782069683,0.033700257539749146,0.0073086959309875965,-0.05392281338572502,0.00022821970924269408,-1.6763069652370177e-06,0.04479648545384407,-0.05867508053779602,0.029813406988978386,-0.018893709406256676,0.605887770652771,5
61,-9.850774686213105,-12.008825806787662,40.830110533962916,87.06012400333287,11,-0.013825550675392151,0.03387118875980377,0.007390015292912722,-0.05500001832842827,0.0010311809601262212,-1.6110006981762126e-06,0.04359602928161621,-0.05843425914645195,0.02980075776576996,-0.01898953877389431,0.6098017692565918,5
62,-9.772857808224291,-11.96613073827405,34.124935206619305,92.38889219706643,11,-0.013914729468524456,0.03408965840935707,0.0074936761520802975,-0.05636557191610336,0.002064793836325407,-1.2764219263772247e-06,0.04196207970380783,-0.05788435786962509,0.029649989679455757,-0.01911202259361744,0.6148059368133545,5
63,-9.538194671224566,-11.823195958924913,24.569050662722802,91.81271853972189,11,-0.013981973752379417,0.034254394471645355,0.007576102390885353,-0.05746583268046379,0.002916563767939806,-8.573338163841981e-07,0.04059553146362305,-0.05740419402718544,0.029513107612729073,-0.019204379990696907,0.6188742518424988,5
64,-9.411543042421998,-11.756171909354157,34.04902291349501,101.97440530647708,11,-0.014062970876693726,0.03445282205939293,0.007678509224206209,-0.05885650962591171,0.004022557754069567,-4.4273875232647697e-07,0.03873021528124809,-0.05656558647751808,0.029213622212409973,-0.019315626472234726,0.6240476965904236,5
65,38.022168847214516,2.9370728726339586,25.188330590301156,101.95012641290467,11,-0.014127740636467934,0.03461149334907532,0.0077670868486166,-0.06008785590529442,0.005027227569371462,-4.517655227687101e-08,0.03702034056186676,-0.055805228650569916,0.02894526720046997,-0.019404584541916847,0.628668487071991,5
66,37.72857292043663,3.2908981020434407,29.262210912482416,112.19348766718461,11,-0.014216399751603603,0.03482868894934654,0.007885515689849854,-0.06172604858875275,0.006367985159158707,4.908571895612113e-07,0.03467528894543648,-0.05460195988416672,0.02847818098962307,-0.01952635496854782,0.6348801255226135,5
67,37.69740071478538,3.327468328508726,22.635159031626127,116.53722529191842,11,-0.014301372691988945,0.035036854445934296,0.008000613190233707,-0.0633300170302391,0.007700165268033743,9.9133933417761e-07,0.03227556124329567,-0.05322987586259842,0.027913782745599747,-0.019643057137727737,0.6410266757011414,5
68,37.65528213018531,3.3736418822495633,21.2867052418254,127.73742028787169,11,-0.014396833255887032,0.035270724445581436,0.008143390528857708,-0.06537918001413345,0.009465929120779037,1.6470751234010095e-06,0.028986042365431786,-0.05118493363261223,0.02703954465687275,-0.0197741761803627,0.6489617824554443,5
69,37.56957076249363,3.4593426719332525,17.763126344696584,143.64779425767435,11,-0.014486975036561489,0.03549154847860336,0.008297518827021122,-0.06766947358846664,0.011515560559928417,2.3789416445652023e-06,0.025058861821889877,-0.04860348626971245,0.025910288095474243,-0.019897980615496635,0.6579470038414001,5
70,37.49217207768282,3.54782944340263,13.259743951163397,157.61752318478707,11,-0.014555752277374268,0.0356600396335125,0.008433204144239426,-0.0697508379817009,0.013449304737150669,3.0788198728259886e-06,0.02121609076857567,-0.04585118591785431,0.024665839970111847,-0.019992442801594734,0.6662184596061707,5
71,37.40722089376958,3.6337959508676816,10.15279424938354,167.75362074296336,11,-0.0145877031609416,0.03573830798268318,0.008527932688593864,-0.07129812240600586,0.014971686527132988,3.636799419837189e-06,0.018093202263116837,-0.04351663589477539,0.02359556220471859,-0.020036324858665466,0.6724241375923157,5
72,37.307568196043086,3.731156770611525,4.640974002683657,182.1668005847256,11,-0.014602424576878548,0.035774365067481995,0.008615902625024319,-0.0728229358792305,0.01654709316790104,4.2184274207102135e-06,0.014775458723306656,-0.04094322398304939,0.022401686757802963,-0.02005653828382492,0.6785892248153687,5
73,37.18712984296185,3.836908052934675,2.641784678599379,192.35797074131418,6,-0.014601442962884903,0.03577195852994919,0.008694015443325043,-0.07426094263792038,0.01810639724135399,4.8062961468531284e-06,0.011384044773876667,-0.03815915063023567,0.021086521446704865,-0.020055189728736877,0.6844499707221985,4
74,37.04700004346436,3.958476241080611,1.879573787653405,203.71673832500744,6,-0.014583664014935493,0.03572839871048927,0.00875937007367611,-0.07556384801864624,0.019594240933656693,5.370631242840318e-06,0.008074283599853516,-0.03537542745471001,0.019762802869081497,-0.02003076858818531,0.6898008584976196,4
75,36.907479435925524,4.0713696225768405,-3.8811802511940967,213.87961005895673,6,-0.014546090736985207,0.03563634678721428,0.008809930644929409,-0.07671206444501877,0.02100367844104767,5.906067144678673e-06,0.004843064118176699,-0.032565321773290634,0.018414286896586418,-0.019979160279035568,0.6945439577102661,4
76,36.73579241504845,4.201779651944485,-4.748532880158827,223.40561063773302,6,-0.014500347897410393,0.03552427515387535,0.008844555355608463,-0.0776183009147644,0.02219555340707302,6.358483915391844e-06,0.0020077393855899572,-0.029948284849524498,0.017136257141828537,-0.01991632767021656,0.6983059644699097,4
77,36.56342006233315,4.335182286454849,-0.6371243597544376,230.92589972843504,6,-0.014444449916481972,0.03538733348250389,0.008871407248079777,-0.07844278216362,0.023347746580839157,6.798772119509522e-06,-0.0008057189988903701,-0.0272577702999115,0.01580945774912834,-0.01983955129981041,0.7017459869384766,4
78,36.41012880760361,4.437800877583285,-10.510131356362153,232.22938593387858,6,-0.014398070052266121,0.035273704677820206,0.008879609405994415,-0.07886867970228195,0.024025188758969307,7.059742983983597e-06,-0.0025390065275132656,-0.02550479583442211,0.01493238378316164,-0.01977584697306156,0.7035220861434937,4
79,36.25370909897819,4.543914818284914,-15.603163882168067,238.63966959201355,6,-0.01433652825653553,0.03512292727828026,0.00888676568865776,-0.0793643519282341,0.02484392561018467,7.374417236860609e-06,-0.004638035781681538,-0.0234091654419899,0.013888384215533733,-0.019691314548254013,0.7055979371070862,4
80,36.10230827387228,4.637955630492149,-0.9854976786743768,243.54869983791144,6,-0.014284120872616768,0.03499453514814377,0.008886261843144894,-0.07966595143079758,0.02541412226855755,7.597393050673418e-06,-0.006167797837406397,-0.02178766392171383,0.013067938387393951,-0.019619332626461983,0.7068588733673096,4
81,35.955207963820435,4.725025523679509,-8.015562071618278,245.23771560749157,6,-0.014222369529306889,0.03484324738383293,0.008879742585122585,-0.07991231977939606,0.025965366512537003,7.81300423113862e-06,-0.0076941801235079765,-0.020136011764407158,0.01222873292863369,-0.019534513354301453,0.7078841328620911,4
82,35.815952560566814,4.806410141201283,-20.428760951326737,249.61841777370722,6,-0.014161267317831516,0.03469355031847954,0.008874630555510521,-0.08018071204423904,0.026538290083408356,8.037333827815019e-06,-0.009268946014344692,-0.018436381593346596,0.01136530376970768,-0.019450588151812553,0.7090112566947937,4
83,35.64979810445561,4.899401129897211,-14.330816538983065,252.71212653143476,6,-0.014098046347498894,0.034538671374320984,0.00886455550789833,-0.08037082105875015,0.027037322521209717,8.234951565100346e-06,-0.010700348764657974,-0.0168234184384346,0.010537625290453434,-0.019363755360245705,0.7098050713539124,4
84,35.50747307401052,4.975703939116088,-7.629320163543892,255.3619584981693,6,-0.01404013205319643,0.034396782517433167,0.008855869062244892,-0.08055607229471207,0.027510464191436768,8.421466191066429e-06,-0.012068435549736023,-0.015239992178976536,0.009718992747366428,-0.019284207373857498,0.7105847597122192,4
85,35.35739900507991,5.054585953978524,-22.818988273520397,257.40294524490656,6,-0.01398208923637867,0.03425458073616028,0.008848706260323524,-0.08076991140842438,0.028014572337269783,8.619391337560955e-06,-0.013501348905265331,-0.013611577451229095,0.008880632929503918,-0.019204482436180115,0.7114936709403992,4
86,35.16136413918452,5.158434456086628,-8.787962420154308,263.0447808084029,6,-0.013886918313801289,0.03402141481637955,0.00882258452475071,-0.08085480332374573,0.028545573353767395,8.832692401483655e-06,-0.015166030265390873,-0.01160474307835102,0.007835879921913147,-0.019073758274316788,0.7118357419967651,4
87,34.97635042853321,5.243167461815163,-26.653937852036965,265.33158104922677,6,-0.013797732070088387,0.03380291163921356,0.008802327327430248,-0.0810132548213005,0.029134443029761314,9.067304745258298e-06,-0.016956692561507225,-0.009450570680201054,0.0067130196839571,-0.018951257690787315,0.7125071883201599,4
88,34.83870297643039,5.318048277711814,-21.49438361155906,269.11745302219987,6,-0.013730863109230995,0.033639095723629,0.008784736506640911,-0.08108796924352646,0.029529156163334846,9.22736398933921e-06,-0.018203187733888626,-0.007896346971392632,0.005896461196243763,-0.018859412521123886,0.7128226161003113,4
89,34.655881034512134,5.396008125680373,-16.25860417329803,272.3880528016959,6,-0.01367121934890747,0.03349297493696213,0.008767787367105484,-0.08113139122724533,0.029854975640773773,9.35919251787709e-06,-0.01925189234316349,-0.006576932035386562,0.00520226638764143,-0.01877749152481556,0.7130049467086792,4
90,34.49855119000706,5.472299097199046,-6.264401243803852,277.9146899627866,6,-0.0135986702516675,0.03331523388624191,0.008746660314500332,-0.08117442578077316,0.030239183455705643,9.515081728750374e-06,-0.020492786541581154,-0.005022568628191948,0.004385571461170912,-0.018677841871976852,0.7131871581077576,4
91,34.42873280018721,5.508465315218931,-13.077637848664255,276.5955336405178,6,-0.013571488671004772,0.03324863314628601,0.008738568983972073,-0.08118752390146255,0.03038003481924534,9.57144220592454e-06,-0.02095179073512554,-0.004443302750587463,0.004080787301063538,-0.018640505149960518,0.7132430076599121,4
92,34.25809150324375,5.579239795625899,-9.32268730077106,285.710869795301,6,-0.013496849685907364,0.03306577727198601,0.008715218864381313,-0.0812024176120758,0.030744923278689384,9.721402420836966e-06,-0.022171175107359886,-0.0028630204033106565,0.0032440554350614548,-0.018537987023591995,0.7133063673973083,4
