smp_names,X_tsne001of002,X_tsne002of002,X_diffmap001of009,X_diffmap002of009,X_diffmap003of009,X_diffmap004of009,X_diffmap005of009,X_diffmap006of009,X_diffmap007of009,X_diffmap008of009,X_diffmap009of009,X_diffmap0,louvain_groups,aga_pseudotime,aga_groups
10,-10.429333122587098,0.0351895099178577,0.031024474650621414,-0.001846694154664874,0.055781081318855286,0.03623421490192413,0.03317784145474434,-0.013290469534695148,0.013532709330320358,0.00847222376614809,-0.01396926213055849,0.038509707897901535,1,0.10900376737117767,8
11,-9.797122644086874,0.42286646370744546,0.02991664595901966,-0.0013765777694061399,0.05319299176335335,0.034409936517477036,0.02654951997101307,-0.003338289214298129,0.005539366975426674,0.018869822844862938,-0.02178207039833069,0.03819534555077553,1,0.12514309585094452,8
12,-9.076825239059758,0.6922802863114985,0.02847789227962494,-0.0007497861515730619,0.05057420954108238,0.03254563361406326,0.019504789263010025,0.006169128697365522,-0.0009697703644633293,0.029709715396165848,-0.02929052896797657,0.03772805258631706,1,0.14361444115638733,8
13,-8.49665557836494,0.9234458962456535,0.027420923113822937,-9.341393160866573e-05,0.049212679266929626,0.03150373697280884,0.013674253597855568,0.013598054647445679,-0.004913410637527704,0.0394110344350338,-0.035612113773822784,0.037786711007356644,1,0.15698683261871338,8
14,-7.888119613544693,1.1666175623822899,0.026019373908638954,0.0008391418377868831,0.048297978937625885,0.030714774504303932,0.007325250189751387,0.02041895128786564,-0.006420380435883999,0.050426386296749115,-0.04210721701383591,0.03789509832859039,1,0.17252938449382782,8
15,-7.33270884421521,1.3720946136988565,0.025002695620059967,0.0016099552158266306,0.04818440601229668,0.030493194237351418,0.00318349152803421,0.0238236952573061,-0.0054152109660208225,0.05730479210615158,-0.045412253588438034,0.03813711926341057,1,0.18281765282154083,8
16,-6.693298805336939,1.579248335482918,0.023537540808320045,0.0026626570615917444,0.04766024276614189,0.029946185648441315,-0.0027787373401224613,0.028611423447728157,-0.004528939723968506,0.06578492373228073,-0.0489874966442585,0.038405194878578186,1,0.19827409088611603,8
17,-6.057427416476922,1.7162659255773605,0.02218780480325222,0.0036022113636136055,0.04712679609656334,0.029417822137475014,-0.007950953207910061,0.032325487583875656,-0.0033357515931129456,0.07233284413814545,-0.05121101066470146,0.03859210014343262,1,0.21250015497207642,8
18,-5.371068321521417,1.8064976171247462,0.020917534828186035,0.00450489716604352,0.04661491513252258,0.028910281136631966,-0.01282975822687149,0.03553248196840286,-0.0020394199527800083,0.07770082354545593,-0.05248812958598137,0.03882405906915665,1,0.22601191699504852,8
19,-4.619538558044234,1.894913552383551,0.019213339313864708,0.005733889061957598,0.045976780354976654,0.02826034650206566,-0.019139068201184273,0.03899414837360382,0.0002727811224758625,0.08329396694898605,-0.052731309086084366,0.03918801620602608,1,0.24405090510845184,8
20,-3.971421877450077,1.9157836806137445,0.017656665295362473,0.006880326196551323,0.04533694311976433,0.027624277397990227,-0.024890150874853134,0.0417238213121891,0.002421388402581215,0.0869394987821579,-0.051672033965587616,0.039606790989637375,1,0.26068827509880066,8
21,-3.2254522956031257,1.8020854576050733,0.01584995910525322,0.008149712346494198,0.044429898262023926,0.02679358795285225,-0.031131094321608543,0.04419034719467163,0.0049235206097364426,0.08954744040966034,-0.049364566802978516,0.03997698798775673,1,0.27999770641326904,8
22,-2.3456973602080704,1.8549483744659372,0.014031484723091125,0.00940751563757658,0.04337509348988533,0.025869857519865036,-0.0371754914522171,0.046109918504953384,0.00731004448607564,0.09046615660190582,-0.04585668444633484,0.04034115746617317,1,0.299518346786499,8
23,-1.6103261257881827,1.8077564850845433,0.012052983045578003,0.010696319863200188,0.04199177399277687,0.024731067940592766,-0.043155133724212646,0.04732511565089226,0.00973379798233509,0.08933310210704803,-0.040839362889528275,0.040591053664684296,1,0.3206848204135895,8
24,-0.8365183860060835,1.6501608726535948,0.010172109119594097,0.01180737093091011,0.040393806993961334,0.023491302505135536,-0.0481247678399086,0.04761015251278877,0.011801954358816147,0.08627177029848099,-0.035097841173410416,0.0406009815633297,1,0.340681254863739,8
25,0.04503848435458062,1.6953980134813869,0.007929114624857903,0.013062207028269768,0.03826368972659111,0.021885672584176064,-0.0534135065972805,0.04706910625100136,0.01400018110871315,0.08051010221242905,-0.027292385697364807,0.04049362614750862,5,0.36447593569755554,6
26,0.928248270089055,1.6479631752035973,0.006030598189681768,0.014037007465958595,0.03622594103217125,0.02039715088903904,-0.05723074823617935,0.0458490289747715,0.01559613086283207,0.07393393665552139,-0.02006438560783863,0.04022890329360962,5,0.38454514741897583,6
27,1.7198480792642643,1.510948191129148,0.0043693711049854755,0.014837447553873062,0.034255508333444595,0.018992619588971138,-0.06000737100839615,0.044157493859529495,0.016762256622314453,0.06676153838634491,-0.01337473001331091,0.03987575322389603,5,0.40206077694892883,6
28,2.4495219807981745,1.3668472275221013,0.00255286181345582,0.015674998983740807,0.03191633149981499,0.01735900714993477,-0.062483049929142,0.041769739240407944,0.01782056875526905,0.05768534913659096,-0.005941448733210564,0.03936755284667015,5,0.42122116684913635,6
29,3.2704054866209034,1.1995464691320734,0.000697396055329591,0.01656770333647728,0.029378822073340416,0.015616098418831825,-0.06459468603134155,0.03900230675935745,0.01879415102303028,0.04730767011642456,0.0015614021103829145,0.038791511207818985,5,0.44094181060791016,6
30,3.9836446840383672,1.0661990319057,-0.0006688342546112835,0.017296960577368736,0.027341328561306,0.014250610955059528,-0.06567887961864471,0.036654260009527206,0.01941692642867565,0.03843644633889198,0.006816427689045668,0.038315944373607635,5,0.4556109607219696,6
31,4.675214248052382,0.9952307499516316,-0.0021306751295924187,0.018522167578339577,0.02495981752872467,0.012715672142803669,-0.06655913591384888,0.034462329000234604,0.02042117528617382,0.0270826518535614,0.011246471665799618,0.03793265298008919,5,0.4720264673233032,6
32,5.333137465725419,0.9283589702949895,-0.0036985776387155056,0.020702604204416275,0.022111820057034492,0.01097538135945797,-0.06716667115688324,0.03285166621208191,0.02216292917728424,0.01191321574151516,0.013737673871219158,0.03784576430916786,5,0.4910481870174408,6
33,5.955064647755977,0.9855400561312729,-0.00477967131882906,0.0227825790643692,0.01977277547121048,0.009625192731618881,-0.06708686053752899,0.03224474564194679,0.023855505511164665,-0.0008709749090485275,0.01378726214170456,0.03780004754662514,5,0.5052793622016907,6
34,6.519864695139381,1.15504955759576,-0.005703380331397057,0.02449582703411579,0.017839794978499413,0.008499647490680218,-0.0670190304517746,0.03155750408768654,0.02515709027647972,-0.011522890068590641,0.01396766398102045,0.03780970722436905,5,0.5174431800842285,6
35,7.138208547960298,1.5050389122489591,-0.006352477241307497,0.027043122798204422,0.015765340998768806,0.007437113206833601,-0.06618308275938034,0.032414760440588,0.02727462165057659,-0.023820431903004646,0.010460018180310726,0.03798487037420273,5,0.5285738706588745,6
36,7.771719800734424,1.8984633621235043,-0.006751707289367914,0.030116040259599686,0.013594787567853928,0.006434351205825806,-0.06464023143053055,0.0344298854470253,0.029935047030448914,-0.0369051955640316,0.004200374707579613,0.038180090487003326,8,0.5386423468589783,5
37,8.312058871968713,2.2549180837140423,-0.006901408080011606,0.03313440829515457,0.01180641446262598,0.005691674537956715,-0.06300009787082672,0.03704255446791649,0.032563742250204086,-0.04812018573284149,-0.00306890276260674,0.03850178420543671,8,0.5465665459632874,5
38,8.699833201922752,2.5154705912697746,-0.00717603275552392,0.035747919231653214,0.01007822621613741,0.00491651427000761,-0.06163710728287697,0.038858965039253235,0.03475587069988251,-0.05860542133450508,-0.008680771104991436,0.038741499185562134,8,0.5551759004592896,5
39,8.937312635024224,2.6875384495687697,-0.007300020661205053,0.03776469826698303,0.00888301245868206,0.0044130440801382065,-0.060525890439748764,0.04042445495724678,0.03637871518731117,-0.06580906361341476,-0.013290517963469028,0.03899291902780533,8,0.5611472725868225,5
40,9.182530027448017,2.8949530273078565,-0.00746086286380887,0.039772238582372665,0.00768843200057745,0.0038982138503342867,-0.05950944498181343,0.04188649356365204,0.03797253966331482,-0.07307381182909012,-0.01767418533563614,0.03927553817629814,8,0.5676050782203674,5
41,9.411576568587837,2.9677606413351674,-0.007560940459370613,0.04146984964609146,0.006665772292762995,0.0034676091745495796,-0.05850638449192047,0.04317906126379967,0.03931301087141037,-0.07912194728851318,-0.02160666510462761,0.03947107866406441,8,0.5728735327720642,5
42,9.691722941863281,3.0225907570976682,-0.007660323288291693,0.042667001485824585,0.005911431275308132,0.003139066742733121,-0.05775400996208191,0.04390953108668327,0.04014869034290314,-0.08327428251504898,-0.024156449362635612,0.03961411118507385,8,0.5769138932228088,5
43,9.753857559641554,3.2297527132081005,-0.007755235303193331,0.043614134192466736,0.005267366301268339,0.002850948367267847,-0.05711749196052551,0.044438593089580536,0.04081566631793976,-0.08680133521556854,-0.02617807127535343,0.03969602659344673,8,0.5803164839744568,5
44,9.817403022232433,3.423764764727295,-0.007817978970706463,0.044488005340099335,0.004700402729213238,0.0026062505785375834,-0.05643898993730545,0.04487988352775574,0.04132194072008133,-0.0895494744181633,-0.02801714837551117,0.03978651762008667,8,0.5832337737083435,5
45,9.874302994168135,3.6365538582500703,-0.00786734651774168,0.04505939036607742,0.0043197497725486755,0.0024388025049120188,-0.05595255270600319,0.04506677761673927,0.04157179594039917,-0.09115985035896301,-0.029091864824295044,0.039851266890764236,8,0.5852216482162476,5
46,10.365562771796345,3.3140306816167704,-0.007925181649625301,0.045857835561037064,0.003771624993532896,0.002200402319431305,-0.055223461240530014,0.045371126383543015,0.04194992035627365,-0.09351205825805664,-0.030716843903064728,0.03991319611668587,8,0.5879333019256592,5
47,10.444956927894903,3.373416528623081,-0.007951092906296253,0.046193692833185196,0.003528903005644679,0.002093573333695531,-0.054891444742679596,0.04548276960849762,0.042101845145225525,-0.09453506767749786,-0.03141416236758232,0.03992996737360954,8,0.5890991687774658,5
48,10.34502868814091,3.8653265042663496,-0.008016900159418583,0.04697314649820328,0.0029843226075172424,0.001853348920121789,-0.05412399023771286,0.04564525932073593,0.04235779866576195,-0.09653661400079727,-0.03281393647193909,0.039999768137931824,8,0.5918468832969666,5
49,10.460559332638251,3.9817574614192006,-0.008049583993852139,0.04742063209414482,0.0026550728362053633,0.0017088610911741853,-0.05363154411315918,0.04574000835418701,0.04250458627939224,-0.09773650765419006,-0.03369085490703583,0.04001986235380173,8,0.5933970212936401,5
50,10.642336342224247,4.020776250768024,-0.008113558404147625,0.04814475029706955,0.002190386177971959,0.0015052224043756723,-0.052953943610191345,0.045807261019945145,0.04264276102185249,-0.0991378054022789,-0.034758683294057846,0.040135569870471954,8,0.5959705114364624,5
51,10.981775517910236,3.620285040125982,-0.008120215497910976,0.04826192185282707,0.0020902890246361494,0.0014611509395763278,-0.05278537794947624,0.04581966996192932,0.042671654373407364,-0.09946393221616745,-0.03501244634389877,0.04012661427259445,8,0.5963688492774963,5
52,11.066147503515559,3.7055031461288386,-0.008149010129272938,0.04862264171242714,0.0018422184512019157,0.001352493418380618,-0.052397988736629486,0.04584196209907532,0.0427313931286335,-0.10018768161535263,-0.03558972105383873,0.04016667231917381,8,0.5976383686065674,5
53,11.171402850164977,3.8406757722575136,-0.00819464586675167,0.04922008514404297,0.001412265351973474,0.0011637158459052444,-0.05169980227947235,0.04584883525967598,0.04280460998415947,-0.10134683549404144,-0.03653590381145477,0.0402141809463501,8,0.5997381210327148,5
54,10.981339515571346,4.357536613814448,-0.008236532099545002,0.049672625958919525,0.0011406636331230402,0.001045223674736917,-0.05128402262926102,0.04583390802145004,0.04282764345407486,-0.10195854306221008,-0.037070132791996,0.04031183198094368,8,0.6013697981834412,5
55,11.086019211923444,4.401763493012851,-0.008261309936642647,0.05000043287873268,0.0009027139167301357,0.0009407410398125648,-0.050882160663604736,0.04581514745950699,0.04284564405679703,-0.10253521054983139,-0.037571631371974945,0.040337905287742615,8,0.6025273203849792,5
56,11.404894111785556,4.315052711792391,-0.008337869308888912,0.05092121660709381,0.0002867479342967272,0.0006709725130349398,-0.049854177981615067,0.04571930319070816,0.042839422821998596,-0.1037820428609848,-0.03872683271765709,0.0404713973402977,8,0.6058252453804016,5
57,11.703320642552336,4.135336948497712,-0.008390713483095169,0.05151490122079849,-8.910740143619478e-05,0.0005065398290753365,-0.04923084378242493,0.04563689976930618,0.04281102493405342,-0.10444747656583786,-0.039382804185152054,0.04058338701725006,8,0.6079824566841125,5
58,11.658169158886901,4.647669140850229,-0.008492276072502136,0.05270575359463692,-0.0008796502952463925,0.00016001038602553308,-0.04786612093448639,0.045409779995679855,0.042699623852968216,-0.10569428652524948,-0.040682774037122726,0.04077227786183357,8,0.6123154759407043,5
59,11.954875968688425,4.596128816068034,-0.008572898805141449,0.05366194248199463,-0.0015177516033872962,-0.00011957398965023458,-0.0467526912689209,0.0452149473130703,0.04259742423892021,-0.10666637122631073,-0.04172549769282341,0.0409211628139019,8,0.615820050239563,5
60,12.103851183513365,4.8079656771309205,-0.008671305142343044,0.05477973073720932,-0.0022497179452329874,-0.0004406737571116537,-0.04539667069911957,0.04480832815170288,0.042296234518289566,-0.10713647305965424,-0.042584601789712906,0.04112609103322029,8,0.6199533343315125,5
61,12.244516248387573,5.0448384476317765,-0.008768562227487564,0.055861227214336395,-0.0029356221202760935,-0.0007410765974782407,-0.04416931793093681,0.04447934776544571,0.04206346720457077,-0.10771192610263824,-0.04344721883535385,0.041342660784721375,8,0.6240055561065674,5
62,12.482014888075481,5.15458183231504,-0.008890901692211628,0.05727690830826759,-0.003886078018695116,-0.001158488099463284,-0.042334988713264465,0.043837692588567734,0.041558776050806046,-0.10793857276439667,-0.04436160624027252,0.0415862537920475,8,0.6293182373046875,5
63,12.712551792138555,5.350030665339468,-0.008987300097942352,0.05841205641627312,-0.0046661715023219585,-0.0015014735981822014,-0.04080534726381302,0.04328931123018265,0.04112531989812851,-0.10808883607387543,-0.045103661715984344,0.04176538810133934,8,0.6336140632629395,5
64,12.937589568127683,5.539272589155,-0.009111574850976467,0.05991009622812271,-0.005727123469114304,-0.001968543278053403,-0.03863305598497391,0.04240277782082558,0.040395624935626984,-0.10782463103532791,-0.04586860164999962,0.04198021814227104,8,0.6393129229545593,5
65,13.176681118431308,5.731684496129811,-0.009212426841259003,0.06112569943070412,-0.0065895188599824905,-0.0023483079858124256,-0.036847829818725586,0.04164836183190346,0.039768680930137634,-0.1075020357966423,-0.04644307121634483,0.04215601086616516,8,0.6439840197563171,5
66,13.467504203811597,5.968573331005467,-0.009340406395494938,0.06263995170593262,-0.007652760483324528,-0.0028164510149508715,-0.034589070826768875,0.040578052401542664,0.03885170444846153,-0.10655473172664642,-0.04683583229780197,0.042396318167448044,8,0.6498587727546692,5
67,13.737869699402165,6.188526393066801,-0.009509562514722347,0.06469972431659698,-0.009149524383246899,-0.0034765361342579126,-0.03129430487751961,0.038906991481781006,0.03739834204316139,-0.10468536615371704,-0.047104500234127045,0.04268477112054825,8,0.6579197645187378,5
68,14.0701380239337,6.467501998149658,-0.009664357639849186,0.06664831936359406,-0.010616189800202847,-0.004124167375266552,-0.027962462976574898,0.037130095064640045,0.03583679348230362,-0.10241249948740005,-0.047141183167696,0.04291768744587898,8,0.6656249165534973,5
69,14.285579899301716,6.645239675568969,-0.009832904674112797,0.06882932782173157,-0.01230703853070736,-0.004871613346040249,-0.02400994300842285,0.03491666167974472,0.03387259319424629,-0.09923893958330154,-0.046883195638656616,0.0431419312953949,8,0.6743481159210205,5
70,14.598988296523947,6.908563733622841,-0.009981486946344376,0.07084266096353531,-0.013940704055130482,-0.005595032591372728,-0.020028218626976013,0.03253397345542908,0.031731974333524704,-0.09534680098295212,-0.04618128389120102,0.04329519346356392,8,0.6824777126312256,5
71,14.87190896743868,7.131732866088915,-0.010084861889481544,0.07233290374279022,-0.01521287951618433,-0.006159244105219841,-0.016834421083331108,0.030568927526474,0.029958831146359444,-0.09200050681829453,-0.04548240825533867,0.043356191366910934,2,0.6885422468185425,4
72,15.120394545276836,7.381242573348753,-0.010168482549488544,0.07363031804561615,-0.016382494941353798,-0.006678840145468712,-0.013800102286040783,0.028634866699576378,0.02820359356701374,-0.08852573484182358,-0.04463236406445503,0.04335908964276314,2,0.6938473582267761,4
73,15.416594091079359,7.6262068293176535,-0.010254669934511185,0.07503904402256012,-0.017700936645269394,-0.007265324238687754,-0.010279634967446327,0.026296410709619522,0.026066428050398827,-0.08404716849327087,-0.043350763618946075,0.043326880782842636,2,0.6996448636054993,4
74,15.697774132663124,7.851339545518138,-0.010326079092919827,0.076323002576828,-0.018970509991049767,-0.007830871269106865,-0.006804107688367367,0.023945285007357597,0.023912308737635612,-0.07945014536380768,-0.041979528963565826,0.0432409904897213,2,0.7049608826637268,4
75,15.98062936620225,8.118934371466144,-0.010376876220107079,0.07742239534854889,-0.02015742100775242,-0.00836075097322464,-0.003423574147745967,0.021579762920737267,0.021734273061156273,-0.0746307373046875,-0.04042423889040947,0.04308599233627319,2,0.709522008895874,4
76,16.15176785857181,8.27902756516279,-0.010410803370177746,0.07828319072723389,-0.021147169172763824,-0.008803417906165123,-0.0004985319683328271,0.019434412941336632,0.019744135439395905,-0.06997746229171753,-0.03874767944216728,0.042919810861349106,2,0.7131038904190063,4
77,16.43557069085152,8.5408810706405,-0.010427363216876984,0.07886630296707153,-0.0218835286796093,-0.009133494459092617,0.001778732636012137,0.01767771504819393,0.018102124333381653,-0.06592919677495956,-0.037148475646972656,0.04275737330317497,2,0.7155260443687439,4
78,16.655753976483005,8.734946077640885,-0.010432207025587559,0.07938599586486816,-0.02263244241476059,-0.009470000863075256,0.0041631851345300674,0.015831507742404938,0.016376879066228867,-0.061688847839832306,-0.03548373281955719,0.04253396391868591,2,0.7176742553710938,4
79,16.89021725040633,8.963555625809544,-0.01042848452925682,0.07969728112220764,-0.023146700114011765,-0.009701602160930634,0.005871177185326815,0.014459413476288319,0.015088086947798729,-0.05841176584362984,-0.034127574414014816,0.04234834760427475,2,0.7189508080482483,4
80,17.08278958650253,9.133619393533566,-0.010421506129205227,0.08004555851221085,-0.023749202489852905,-0.00997307151556015,0.007890592329204082,0.012830240651965141,0.013557006604969501,-0.0545046292245388,-0.03250062093138695,0.04211830720305443,2,0.7203835844993591,4
81,17.32412516992212,9.35829729269759,-0.010400361381471157,0.08020281046628952,-0.02419533208012581,-0.010175341740250587,0.009516099467873573,0.011454653926193714,0.012256735004484653,-0.051064472645521164,-0.030993379652500153,0.041873082518577576,2,0.7209908962249756,4
82,17.45783328571831,9.463451367871015,-0.010385057888925076,0.08035074174404144,-0.024572357535362244,-0.01034613698720932,0.010884054936468601,0.01028314046561718,0.01114698126912117,-0.048084381967782974,-0.029658090323209763,0.041678834706544876,2,0.7215788960456848,4
83,17.605714102310674,9.635269010868914,-0.0103626549243927,0.08052123337984085,-0.025052621960639954,-0.010563897900283337,0.012644072063267231,0.008774256333708763,0.00971771776676178,-0.04424883425235748,-0.02794116549193859,0.04141729325056076,2,0.72225421667099,4
84,17.736247180248842,9.74917573397795,-0.010341126471757889,0.08062310516834259,-0.025421131402254105,-0.010731380432844162,0.014051773585379124,0.007517420686781406,0.008520432747900486,-0.040917444974184036,-0.02637445740401745,0.04119764268398285,2,0.7226461172103882,4
85,17.892528103791182,9.91013794366416,-0.010320528410375118,0.08068273216485977,-0.025714682415127754,-0.01086498610675335,0.0151963010430336,0.006491642910987139,0.00754314661026001,-0.038198888301849365,-0.02509789541363716,0.041006118059158325,2,0.7228643894195557,4
86,18.128392160396658,10.159196551477049,-0.010278108529746532,0.08071338385343552,-0.02617422305047512,-0.011074860580265522,0.01705232448875904,0.004821449518203735,0.005952165927737951,-0.03378267586231232,-0.023032352328300476,0.040657393634319305,2,0.7229281067848206,4
87,18.357838511395563,10.410571701570046,-0.010237135924398899,0.0807468593120575,-0.02662854641675949,-0.011282507330179214,0.018921125680208206,0.0030781396199017763,0.004282504785805941,-0.02898360602557659,-0.02068057470023632,0.040319789201021194,2,0.7230163812637329,4
88,18.482188365222136,10.546376522261948,-0.010204480029642582,0.08075165003538132,-0.026955923065543175,-0.011432238854467869,0.02028493583202362,0.0018085865303874016,0.00306729250587523,-0.025505224242806435,-0.018985580652952194,0.04006120562553406,2,0.7229989767074585,4
89,18.668190746964115,10.766289399759584,-0.01017298735678196,0.08071532845497131,-0.027208631858229637,-0.011548341251909733,0.021395407617092133,0.000745330355130136,0.002046196721494198,-0.02252570167183876,-0.017500167712569237,0.03983253613114357,2,0.7228081226348877,4
90,18.870417003854232,11.003790812563308,-0.010134131647646427,0.08063878118991852,-0.027469288557767868,-0.0116685526445508,0.022579092532396317,-0.00038626743480563164,0.000960479024797678,-0.01937931776046753,-0.01594708301126957,0.039565954357385635,2,0.7224376201629639,4
91,18.93724322950187,11.087835152646669,-0.0101173659786582,0.08060295134782791,-0.02757888287305832,-0.011719093658030033,0.02309037558734417,-0.0008919110987335443,0.0004729581705760211,-0.01792321540415287,-0.015200314112007618,0.03945236653089523,2,0.7222674489021301,4
92,19.093820999955774,11.275689816778236,-0.010080024600028992,0.0805007740855217,-0.0277852863073349,-0.011814793571829796,0.024083536118268967,-0.0018647047691047192,-0.0004629448230843991,-0.015167610719799995,-0.013813905417919159,0.039210546761751175,2,0.72179114818573,4
93,19.180557263944234,11.431563044398573,-0.010057617910206318,0.08044296503067017,-0.02791590243577957,-0.011875273659825325,0.02471289597451687,-0.0024940131697803736,-0.001070317579433322,-0.013343527913093567,-0.012873267754912376,0.039063893258571625,2,0.7215232253074646,4
94,19.375034691022094,11.708469082686017,-0.01000523753464222,0.08027689903974533,-0.028172139078378677,-0.011994488537311554,0.026008762419223785,-0.003801281563937664,-0.0023326913360506296,-0.009543769992887974,-0.01090995967388153,0.038736119866371155,2,0.7207639813423157,4
95,19.713596833846374,12.129192438412698,-0.009952993132174015,0.0801568329334259,-0.028501830995082855,-0.01214687991887331,0.02758008800446987,-0.005389294121414423,-0.00386828207410872,-0.0048744529485702515,-0.008462685160338879,0.038387201726436615,2,0.7202199101448059,4
96,19.78785776370465,12.138291993111102,-0.009956657886505127,0.08016516268253326,-0.02847863733768463,-0.012136186473071575,0.027471859008073807,-0.0052831596694886684,-0.003766062669456005,-0.0051780096255242825,-0.008617677725851536,0.03841189295053482,2,0.7202573418617249,4
97,19.957565133968654,12.257886208360242,-0.00994554627686739,0.08027739077806473,-0.02877124771475792,-0.012268957681953907,0.0286265779286623,-0.00643305666744709,-0.004880012944340706,-0.0017319745384156704,-0.006761400494724512,0.038270577788352966,2,0.7207687497138977,4
98,20.21427409369138,12.292340941910773,-0.009931430220603943,0.0803299993276596,-0.02899826131761074,-0.012372449040412903,0.029566911980509758,-0.007384051103144884,-0.005802408792078495,0.0011389699066057801,-0.005206279456615448,0.03813517466187477,2,0.721014142036438,4
99,20.313528949092326,12.475066380519387,-0.00990319810807705,0.08022600412368774,-0.029114583507180214,-0.012426956556737423,0.030200496315956116,-0.008048874326050282,-0.006447462365031242,0.003136227373033762,-0.004139562137424946,0.037966035306453705,2,0.7205517888069153,4
100,20.467763438461354,12.690913041414634,-0.009880478493869305,0.08023723214864731,-0.029359957203269005,-0.012539275921881199,0.03125827759504318,-0.009107508696615696,-0.007471712771803141,0.006270996294915676,-0.0024778631050139666,0.03778351470828056,2,0.7206166386604309,4
101,20.438138462482055,12.888302220559117,-0.009854570962488651,0.08013764023780823,-0.029461605474352837,-0.012586988508701324,0.031832292675971985,-0.009728088974952698,-0.008076220750808716,0.008185941725969315,-0.001428120071068406,0.037630412727594376,2,0.7201786637306213,4
102,20.41330482482805,12.93581378376353,-0.009866517968475819,0.08027326315641403,-0.029558351263403893,-0.012629775330424309,0.03208766505122185,-0.009941356256604195,-0.008279580622911453,0.008766861632466316,-0.0011385648977011442,0.03765719011425972,2,0.7207939624786377,4
103,20.143089643509867,12.877703773437602,-0.009894576855003834,0.08016274869441986,-0.02909979782998562,-0.012420853599905968,0.030211402103304863,-0.008075819350779057,-0.006474400870501995,0.003227486740797758,-0.004089458379894495,0.03792966902256012,2,0.7202668190002441,4
104,20.24396861105814,13.013049488826097,-0.009872050024569035,0.0800987184047699,-0.029222948476672173,-0.01247803121805191,0.03082614578306675,-0.008710000663995743,-0.00708905840292573,0.005121330264955759,-0.003081929637119174,0.03778538852930069,2,0.7199862003326416,4
105,20.36165691850646,13.149638626474518,-0.009850164875388145,0.08001212030649185,-0.02930421009659767,-0.01251627504825592,0.03129027411341667,-0.009207922033965588,-0.0075734443962574005,0.006643607281148434,-0.0022551200818270445,0.037657272070646286,2,0.7196035981178284,4
106,20.625879905626284,13.446512423240913,-0.009818910621106625,0.07995922863483429,-0.029534589499235153,-0.012622454203665257,0.032372888177633286,-0.010330993682146072,-0.008664100430905819,0.01005035825073719,-0.0004098650242667645,0.03743967041373253,2,0.7193865180015564,4
107,20.94215046268061,14.045944432101921,-0.009789230301976204,0.0799364522099495,-0.02979857102036476,-0.012743810191750526,0.033578645437955856,-0.011591087095439434,-0.009889842942357063,0.01392151415348053,0.0017161291325464845,0.037220120429992676,2,0.71931391954422,4
